drugbank_id	entrez_gene_id	sources	pubmed_ids	actions	affinity_nM	license	urls
DB03657	5837	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03658	948669	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03658	12932283	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03659	3647333	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03659	3647354	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03660	1803	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03660	1258585	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03660	6210128	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03661	994	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03661	1514	DrugBank (target)				CC BY-NC 4.0	
DB03661	5770	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03661	152007	DrugBank (target)				CC BY-NC 4.0	
DB03661	897426	DrugBank (target)				CC BY-NC 4.0	
DB03661	897909	DrugBank (target)				CC BY-NC 4.0	
DB03661	898328	DrugBank (target)				CC BY-NC 4.0	
DB03661	937106	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03661	946003	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03661	1258557	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03661	2655035	DrugBank (target)				CC BY-NC 4.0	
DB03661	12932037	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03661	14678525	DrugBank (target)				CC BY-NC 4.0	
DB03662	945553	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03662	12931027	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03663	1017	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03664	51727	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03666	1841	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03667	5742	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03668	947121	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03668	12931138	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03669	1258585	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03670	5770	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03672	590	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03673	5053	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03674	760	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03674	994	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03674	4245	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03674	950728	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03677	2052	US Patent			100.0		
DB03677	2053	ChEMBL|DrugBank (target)	10592235|15056008		140.0	CC BY-SA 3.0	
DB03680	4200	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03680	10873	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03682	7276	DrugBank (carrier)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03683	4318	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03685	2683	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03685	3669	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03685	11157	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03685	54963	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03685	360203	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03685	898388	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03685	935960	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03685	945357	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03685	945378	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03685	947683	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03685	12931480	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03685	12931503	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03685	12932709	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03686	2950	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03687	948269	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03687	1024154	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03687	1024297	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03687	1077678	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03687	1079227	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03687	12933286	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03688	947916	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03688	12934500	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03690	5306	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03691	8722	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03692	948307	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03692	12930309	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03693	1455	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03695	1719	ChEMBL|DrugBank (target)	10592235|17016423|17139284|7877140|8632413		3.1531599999999997	CC BY-SA 3.0	
DB03696	4047	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03697	760	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03698	947594	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03698	12932990	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03701	1576	DrugBank (enzyme)	11502731	substrate		CC BY-NC 4.0	
DB03702	1990	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03703	125	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03704	128	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03705	1083704	DrugBank (target)				CC BY-NC 4.0	
DB03705	2852651	DrugBank (target)				CC BY-NC 4.0	
DB03706	2948	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03707	4842	ChEMBL|DrugBank (target)	10592235|18477512|9191968		120.0	CC BY-SA 3.0	
DB03707	4843	ChEMBL	9191968		870.0	CC BY-SA 3.0	
DB03707	4846	ChEMBL|DrugBank (target)	10592235|9191968		400.0	CC BY-SA 3.0	
DB03708	9061	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03708	3168276	DrugBank (target)				CC BY-NC 4.0	
DB03709	5340	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03709	947184	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03709	12933085	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03710	4842	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03711	392399	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03712	6714	ChEMBL|DrugBank (target)	10592235|12036348|12086479|17016423|17139284		450.0	CC BY-SA 3.0	
DB03714	5770	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03715	1251721	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03719	134	ChEMBL	15771445|17249651		70.32069	CC BY-SA 3.0	
DB03719	135	BindingDB|ChEMBL	10714510|10956189|11459663|11462973|11714602|12672250|14584936|15239649|15267242|15481989|15734651|15743197|16366607|16487705|17201410|17228880|17306548|17378544|17927167|17967536|18269230|20031406|20408530|22104008|22257095|22486652|22921089|23245803|24164628|9258366|9572897		17.91639	CC BY-SA 3.0	
DB03719	136	ChEMBL|PDSP Ki	10496952|15267242|16487705|18637670|19569717		789.01527	CC BY-SA 3.0	
DB03719	7184	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03721	563	DrugBank (target)				CC BY-NC 4.0	
DB03721	1066	DrugBank (enzyme)|DrugBank (target)				CC BY-NC 4.0	
DB03721	4153	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03721	5967	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03721	6401	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03721	6403	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03721	6614	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03721	2613962	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03722	142	BindingDB|DrugBank (target)	10592235|17016423|17139284|18713665		160.0	CC BY-NC 4.0	
DB03723	879990	DrugBank (target)				CC BY-NC 4.0	
DB03723	1253617	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03725	5105	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03726	6035	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03727	7389	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03729	5328	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03730	899288	DrugBank (target)				CC BY-NC 4.0	
DB03731	383	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03731	384	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03732	683	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03734	947258	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03734	12933293	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03735	945654	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03735	12934012	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03736	5972	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03737	1017	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03738	60490	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03740	43	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03740	1636	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03740	2629	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03740	27036	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03740	882528	DrugBank (target)				CC BY-NC 4.0	
DB03740	936136	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03742	2099	ChEMBL|DrugBank (target)	15084115|15109649|15125925|15203155|15203156|15225685|15225686|15582421|15664843|15745820|17016423|17139284		0.9048299999999999	CC BY-SA 3.0	
DB03742	2100	ChEMBL	15084115|15109649|15125925|15203155|15203156|15225685|15225686|15582421|15664843|15745820|15993065		43.43843	CC BY-SA 3.0	
DB03744	5836	BindingDB|ChEMBL|DrugBank (target)	10592235|10980448|14643331|17016423|17139284		45.0	CC BY-SA 3.0	
DB03745	1192509	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03745	3168636	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03746	1248131	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03747	3074	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03747	10724	ChEMBL	18406613|20822912		26.45751	CC BY-SA 3.0	
DB03748	4047	ChEMBL	12747780		11.3	CC BY-SA 3.0	
DB03749	3320	ChEMBL|DrugBank (target)	10592235|15713410|17016423|17139284		280.0	CC BY-SA 3.0	
DB03749	3326	ChEMBL	19017562		280.0	CC BY-SA 3.0	
DB03750	945553	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03750	12931027	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03751	879990	DrugBank (target)				CC BY-NC 4.0	
DB03751	1028708	DrugBank (target)				CC BY-NC 4.0	
DB03751	1253618	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03752	5742	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03753	5742	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03754	262	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03754	1634	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03754	7422	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03754	79661	DrugBank (target)				CC BY-NC 4.0	
DB03754	124583	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03754	898332	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03754	945370	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03754	947673	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03754	950209	DrugBank (target)				CC BY-NC 4.0	
DB03754	1134515	DrugBank (target)				CC BY-NC 4.0	
DB03754	2613962	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03754	12930955	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03754	12933436	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03756	2173	DrugBank (carrier)	17016423|17139284			CC BY-NC 4.0	
DB03757	1990	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03758	1737	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03758	3326	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03758	5165	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03758	7184	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03759	2891	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03760	1737	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03760	2653	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03760	5165	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03760	897085	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03761	7298	ChEMBL	23075414		14.0	CC BY-SA 3.0	
DB03761	897468	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03761	939555	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03761	949035	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03761	12933064	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03765	6035	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03766	2167	DrugBank (carrier)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03766	10243	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03767	1520	ChEMBL|DrugBank (target)	10592235|12459015|17016423|17139284		0.3	CC BY-SA 3.0	
DB03769	191	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03772	28	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03773	279	DrugBank (enzyme)|DrugBank (target)				CC BY-NC 4.0	
DB03775	25	PubChem			10.06		
DB03775	10002	PubChem			149.12		
DB03775	945370	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03775	945387	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03775	12930955	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03775	12930962	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03777	2932	ChEMBL	15559249		190.0	CC BY-SA 3.0	
DB03777	3757	ChEMBL	21185626		1000.0	CC BY-SA 3.0	
DB03777	5170	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03777	5292	ChEMBL|DrugBank (target)	10592235|16302800|17016423|17139284		10.0	CC BY-SA 3.0	
DB03777	5578	ChEMBL			10.0	CC BY-SA 3.0	
DB03777	5579	BindingDB	19827831		1.6	CC BY 3.0	
DB03777	5580	BindingDB|ChEMBL	17875639|19827831		16.68532	CC BY-SA 3.0	
DB03777	5581	BindingDB|ChEMBL	17875639|19827831		6.29285	CC BY-SA 3.0	
DB03777	5582	ChEMBL	17875639		30.0	CC BY-SA 3.0	
DB03777	5584	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03777	5588	BindingDB	19827831		6.7	CC BY 3.0	
DB03781	32	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03782	5328	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03783	1543	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB03783	1544	DrugBank (enzyme)	10421611|12401364|19934256	substrate		CC BY-NC 4.0	
DB03783	1548	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB03783	1553	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB03783	1557	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB03783	1559	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB03783	1565	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB03783	1571	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB03783	1576	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB03783	5742	DrugBank (target)	11752352			CC BY-NC 4.0	
DB03783	9356	DrugBank (transporter)	10220563|10991954	inhibitor		CC BY-NC 4.0	
DB03784	5320	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03785	3156	ChEMBL	1527791|1597859		20.0	CC BY-SA 3.0	
DB03788	7068	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03790	6802690	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03791	7376	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03792	6035	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03793	1610	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03793	6566	DrugBank (transporter)	10714609			CC BY-NC 4.0	
DB03793	9367	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03793	9376	DrugBank (transporter)	12358729	inhibitor		CC BY-NC 4.0	
DB03793	10247	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03793	11309	DrugBank (transporter)	12724351	inhibitor		CC BY-NC 4.0	
DB03793	25824	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03793	945731	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03793	947921	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03793	948462	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03793	12932195	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03793	12933897	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03793	12934463	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03795	944839	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03795	12932389	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03796	213	DrugBank (carrier)	16844140|17016423|17139284			CC BY-NC 4.0	
DB03796	1558	DrugBank (target)	14676196			CC BY-NC 4.0	
DB03796	2167	DrugBank (carrier)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03796	2169	DrugBank (carrier)	10592235			CC BY-NC 4.0	
DB03796	2170	DrugBank (carrier)	1526991			CC BY-NC 4.0	
DB03796	2171	ChEMBL|DrugBank (carrier)	16884313|17016423|17139284		802.0	CC BY-SA 3.0	
DB03796	3174	DrugBank (target)				CC BY-NC 4.0	
DB03796	3906	DrugBank (target)	18620538			CC BY-NC 4.0	
DB03796	5047	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03796	5243	DrugBank (transporter)	15351776	inhibitor		CC BY-NC 4.0	
DB03796	5375	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03796	5538	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03796	6010	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03796	23541	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03796	27095	DrugBank (target)				CC BY-NC 4.0	
DB03796	897743	DrugBank (target)				CC BY-NC 4.0	
DB03798	1258746	DrugBank (target)				CC BY-NC 4.0	
DB03799	946643	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03799	947882	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03799	12930180	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03799	12933200	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03800	7298	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03800	897468	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03800	948607	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03800	949035	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03800	12933064	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03800	12934430	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03801	1017	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03801	878055	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03801	897238	DrugBank (target)				CC BY-NC 4.0	
DB03801	899288	DrugBank (target)				CC BY-NC 4.0	
DB03801	944791	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03801	944818	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03801	945787	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03801	948853	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03801	2716479	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03801	12932011	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03801	12932483	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03801	12932647	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03801	12932767	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03801	13906817	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03801	16834474	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03801	17035637	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03802	2099	BindingDB|DrugBank (target)	15658851|17016423|17139284		63.0	CC BY-NC 4.0	
DB03802	2100	BindingDB	15658851		252.0	CC BY 3.0	
DB03804	2703374	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03805	1723	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03807	5142	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03808	2147	ChEMBL	11311057		224.0	CC BY-SA 3.0	
DB03808	6768	ChEMBL	11311057		924.0	CC BY-SA 3.0	
DB03808	9487076	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03809	3320	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03811	946531	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03811	946989	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03811	12931409	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03811	12931595	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03813	945568	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03813	1023905	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03813	1077245	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03813	12934245	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03814	43	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03814	403	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03814	435	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03814	590	DrugBank (enzyme)|DrugBank (target)				CC BY-NC 4.0	
DB03814	1215	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03814	2683	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03814	2950	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03814	3290	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03814	5860	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03814	9588	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03814	26013	DrugBank (target)				CC BY-NC 4.0	
DB03814	56269	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03814	653509	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03814	938694	DrugBank (target)				CC BY-NC 4.0	
DB03814	946086	DrugBank (target)				CC BY-NC 4.0	
DB03814	946987	DrugBank (target)				CC BY-NC 4.0	
DB03814	947178	DrugBank (target)				CC BY-NC 4.0	
DB03814	947313	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03814	947363	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03814	947679	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03814	948169	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03814	948241	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03814	948246	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03814	950506	DrugBank (target)				CC BY-NC 4.0	
DB03814	1046312	DrugBank (target)				CC BY-NC 4.0	
DB03814	1096630	DrugBank (target)				CC BY-NC 4.0	
DB03814	3168653	DrugBank (target)				CC BY-NC 4.0	
DB03814	12930162	DrugBank (target)				CC BY-NC 4.0	
DB03814	12931314	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03814	12931696	DrugBank (target)				CC BY-NC 4.0	
DB03814	12932310	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03814	12932897	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03814	12933142	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03814	12933149	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03814	12933492	DrugBank (target)				CC BY-NC 4.0	
DB03814	12933578	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03815	1027300	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03815	1079277	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03816	946643	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03816	12930180	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03818	949035	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03818	12933064	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03821	410	DrugBank (enzyme)|DrugBank (target)				CC BY-NC 4.0	
DB03822	590	DrugBank (enzyme)|DrugBank (target)				CC BY-NC 4.0	
DB03824	5409	ChEMBL|DrugBank (target)	10592235|16169723|16279783|17016423|17139284		60.9918	CC BY-SA 3.0	
DB03825	4363	DrugBank (transporter)	12944313	substrate		CC BY-NC 4.0	
DB03825	945108	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03825	12930865	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03828	6714	DrugBank (target)	10592235			CC BY-NC 4.0	
DB03830	945451	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03830	12932368	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
DB03832	54677	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03835	5837	DrugBank (target)	10592235|17016423|17139284			CC BY-NC 4.0	
DB03837	1508	ChEMBL	17535802|18313933		64.0	CC BY-SA 3.0	
DB03837	1513	ChEMBL	18313933		1.2	CC BY-SA 3.0	
DB03837	1514	BindingDB|ChEMBL	17535802|17590332		6.3166400000000005	CC BY-SA 3.0	
DB03837	1520	ChEMBL|DrugBank (target)	17016423|17139284|17535802		1.0	CC BY-SA 3.0	
DB03839	117247	DrugBank (transporter)	11278508	inhibitor		CC BY-NC 4.0	
DB03840	878046	DrugBank (target)	17016423|17139284			CC BY-NC 4.0	
